1516886969055,178.386,19.9647,-32.0152,48
1516886969124,178.386,19.9647,-32.0152,48
1516886969228,178.386,19.9647,-32.0152,48
1516886969328,178.386,19.9647,-32.0152,48
1516886969429,178.386,19.9647,-32.0152,48
1516886969529,178.386,19.9647,-32.0152,48
1516886969631,178.386,19.9647,-32.0152,48
1516886969729,178.386,19.9647,-32.0152,48
1516886969828,178.386,19.9647,-32.0152,48
1516886969929,178.386,19.9647,-32.0152,48
1516886970030,178.386,19.9647,-32.0152,48
1516886970127,178.386,19.9647,-32.0152,48
1516886970227,178.386,19.9647,-32.0152,48
1516886970328,178.386,19.9647,-32.0152,48
1516886970429,178.386,19.9647,-32.0152,48
1516886970529,178.386,19.9647,-32.0152,48
1516886970630,178.386,19.9647,-32.0152,48
1516886970730,178.386,19.9647,-32.0152,48
1516886970829,178.386,19.9647,-32.0152,48
1516886970927,178.386,19.9647,-32.0152,48
1516886971027,178.386,19.9647,-32.0152,48
1516886971129,178.386,19.9647,-32.0152,48
1516886971229,178.386,19.9647,-32.0152,48
1516886971330,178.386,19.9647,-32.0152,48
1516886971429,178.386,19.9647,-32.0152,48
1516886971530,178.386,19.9647,-32.0152,48
1516886971629,178.386,19.9647,-32.0152,48
1516886971730,178.386,19.9647,-32.0152,48
1516886971829,178.386,19.9647,-32.0152,48
1516886971929,178.386,19.9647,-32.0152,48
1516886972029,178.386,19.9647,-32.0152,48
1516886972128,178.386,19.9647,-32.0152,48
1516886972228,178.386,19.9647,-32.0152,48
1516886972328,178.386,19.9647,-32.0152,48
1516886972430,178.386,19.9647,-32.0152,48
1516886972529,178.386,19.9647,-32.0152,48
1516886972629,178.386,19.9647,-32.0152,48
1516886972728,178.386,19.9647,-32.0152,48
1516886972827,178.386,19.9647,-32.0152,48
1516886972929,178.386,19.9647,-32.0152,48
1516886973031,178.386,19.9647,-32.0152,48
1516886973128,178.386,19.9647,-32.0152,48
1516886973228,178.386,19.9647,-32.0152,48
1516886973328,178.386,19.9647,-32.0152,48
1516886973427,178.386,19.9647,-32.0152,48
1516886973529,178.386,19.9647,-32.0152,48
1516886973629,178.386,19.9647,-32.0152,48
1516886973729,178.386,19.9647,-32.0152,48
1516886973828,178.386,19.9647,-32.0152,48
1516886973930,178.386,19.9647,-32.0152,48
1516886974028,178.386,19.9647,-32.0152,48
1516886974129,178.386,19.9647,-32.0152,48
1516886974226,178.386,19.9647,-32.0152,48
1516886974328,178.386,19.9647,-32.0152,48
1516886974428,178.386,19.9647,-32.0152,48
1516886974531,178.386,19.9647,-32.0152,48
1516886974628,178.386,19.9647,-32.0152,48
1516886974730,178.386,19.9647,-32.0152,48
1516886974828,178.386,19.9647,-32.0152,48
1516886974928,178.386,19.9647,-32.0152,48
1516886975028,178.386,19.9647,-32.0152,48
1516886975129,178.386,19.9647,-32.0152,48
1516886975229,178.386,19.9647,-32.0152,48
1516886975330,178.386,19.9647,-32.0152,48
1516886975430,178.386,19.9647,-32.0152,48
1516886975530,178.386,19.9647,-32.0152,48
1516886975628,178.386,19.9647,-32.0152,48
1516886975728,178.386,19.9647,-32.0152,48
1516886975830,178.386,19.9647,-32.0152,48
1516886975930,178.386,19.9647,-32.0152,48
1516886976028,178.386,19.9647,-32.0152,48
1516886976129,178.386,19.9647,-32.0152,48
1516886976229,178.386,19.9647,-32.0152,48
1516886976329,178.386,19.9647,-32.0152,48
1516886976428,178.386,19.9647,-32.0152,48
1516886976529,178.386,19.9647,-32.0152,48
1516886976630,178.386,19.9647,-32.0152,48
1516886976729,178.386,19.9647,-32.0152,48
1516886976830,178.386,19.9647,-32.0152,48
1516886976930,178.386,19.9647,-32.0152,48
1516886977030,178.386,19.9647,-32.0152,48
1516886977130,178.386,19.9647,-32.0152,48
1516886977228,178.386,19.9647,-32.0152,48
1516886977328,178.386,19.9647,-32.0152,48
1516886977429,178.386,19.9647,-32.0152,48
1516886977529,178.386,19.9647,-32.0152,48
1516886977628,178.386,19.9647,-32.0152,48
1516886977730,178.386,19.9647,-32.0152,48
1516886977828,178.386,19.9647,-32.0152,48
1516886977930,178.386,19.9647,-32.0152,48
1516886978028,178.386,19.9647,-32.0152,48
1516886978129,178.386,19.9647,-32.0152,48
1516886978227,178.386,19.9647,-32.0152,48
1516886978327,178.386,19.9647,-32.0152,48
1516886978428,178.386,19.9647,-32.0152,48
1516886978529,178.386,19.9647,-32.0152,48
1516886978627,178.386,19.9647,-32.0152,48
1516886978730,178.386,19.9647,-32.0152,48
1516886978831,178.386,19.9647,-32.0152,48
1516886978930,178.386,19.9647,-32.0152,48
1516886979029,178.386,19.9647,-32.0152,48
1516886979129,178.386,19.9647,-32.0152,48
1516886979230,178.386,19.9647,-32.0152,48
1516886979329,178.386,19.9647,-32.0152,48
1516886979429,178.386,19.9647,-32.0152,48
1516886979529,178.386,19.9647,-32.0152,48
